column_order	column_name	type	required	enum	coordinate_convention	missing_value	description
55	prior_span_bp	integer	false			.	Lossless deterministic general caller v0.4.1 output field.
56	left_extension_bp	integer	false			.	Lossless deterministic general caller v0.4.1 output field.
57	right_extension_bp	integer	false			.	Lossless deterministic general caller v0.4.1 output field.
58	catalog_motif_used	string	false			.	Lossless deterministic general caller v0.4.1 output field.
59	lps_exact_sequence_bp	integer	false			.	Lossless deterministic general caller v0.4.1 output field.
60	lps_inferred_bp	integer	false			.	Lossless deterministic general caller v0.4.1 output field.
61	lps_status	enum	false	lps_status		.	Lossless deterministic general caller v0.4.1 output field.
62	compound_status	enum	false	compound_status		.	Lossless deterministic general caller v0.4.1 output field.
63	repeat_segment_count	integer	false			.	Lossless deterministic general caller v0.4.1 output field.
64	distinct_motif_count	integer	false			.	Lossless deterministic general caller v0.4.1 output field.
65	interruption_count	integer	false			.	Lossless deterministic general caller v0.4.1 output field.
66	repeat_segments_json	string	false			.	Lossless deterministic general caller v0.4.1 output field.
67	interruption_segments_json	string	false			.	Lossless deterministic general caller v0.4.1 output field.
68	evidence_geometry	enum	false	caller_evidence_geometry		.	Lossless deterministic general caller v0.4.1 output field.
69	sequence_context	enum	false	sequence_context		.	Lossless deterministic general caller v0.4.1 output field.
70	sizing_status	enum	false	caller_sizing_status		.	Lossless deterministic general caller v0.4.1 output field.
71	exact_repeat_bp	integer	false			.	Lossless deterministic general caller v0.4.1 output field.
72	lower_bound_bp	integer	false			.	Lossless deterministic general caller v0.4.1 output field.
73	interval_lower_bp	integer	false			.	Lossless deterministic general caller v0.4.1 output field.
74	interval_upper_bp	integer	false			.	Lossless deterministic general caller v0.4.1 output field.
75	left_boundary_status	enum	false	boundary_status		.	Lossless deterministic general caller v0.4.1 output field.
76	right_boundary_status	enum	false	boundary_status		.	Lossless deterministic general caller v0.4.1 output field.
77	context_limited	boolean	false			.	Lossless deterministic general caller v0.4.1 output field.
78	touches_left_sequence_edge	boolean	false			.	Lossless deterministic general caller v0.4.1 output field.
79	touches_right_sequence_edge	boolean	false			.	Lossless deterministic general caller v0.4.1 output field.
80	prior_overlap_bp	integer	false			.	Lossless deterministic general caller v0.4.1 output field.
81	alternative_canonical_motif	string	false			.	Lossless deterministic general caller v0.4.1 output field.
82	alternative_score	float	false			.	Lossless deterministic general caller v0.4.1 output field.
83	primary_minus_alternative_score	float	false			.	Lossless deterministic general caller v0.4.1 output field.
84	hypothesis_count	integer	false			.	Lossless deterministic general caller v0.4.1 output field.
85	note	string	false			.	Lossless deterministic general caller v0.4.1 output field.
